codigo_rastreio|tipo_ocorrencia|descricao_ocorrencia|data_ocorrencia|hora_ocorrencia|cpf_destinatario|nome_destinatario|cep_destino|cidade_destino|uf_destino|peso_gramas|valor_declarado
AA100000795BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|11/05/2024|10:20|859.177.932-38|CARLOS LIMA|29010-330|VITORIA|ES|1268|112.78
AA100000796BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|18/02/2024|18:18|913.342.457-98|GABRIEL MENDES|74110-010|GOIANIA|GO|2285|379.95
AA100000797BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|16/06/2024|19:23|290.603.202-03|FERNANDA SANTOS|69005-010|MANAUS|AM|2742|5.86
AA100000798BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|04/09/2024|17:12|967.379.487-14|GABRIEL MENDES|57020-480|MACEIO|AL|2863|168.63
AA100000799BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|10/05/2024|16:51|787.158.415-60|ISABELA FREITAS|30130-110|BELO HORIZONTE|MG|874|113.56
AA100000800BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|26/02/2024|09:35|425.476.818-26|GABRIEL MENDES|40020-010|SALVADOR|BA|1260|420.01
AA100000801BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|09/01/2024|12:46|589.298.808-58|JULIANA ALVES|88010-400|FLORIANOPOLIS|SC|4448|83.38
AA100000802BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|21/02/2024|11:40|932.896.340-64|DIEGO NASCIMENTO|57020-480|MACEIO|AL|4374|486.00
AA100000803BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|27/08/2024|16:08|401.484.399-10|LARISSA CARVALHO|30130-110|BELO HORIZONTE|MG|1277|240.47
AA100000804BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|04/05/2024|18:50|266.933.513-42|DIEGO NASCIMENTO|20040-020|RIO DE JANEIRO|RJ|4899|472.17
AA100000805BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|15/04/2024|20:09|450.184.819-73|THIAGO ARAUJO|60150-160|FORTALEZA|CE|1122|270.63
AA100000806BR|RDE|OBJETO RETORNOU AO REMETENTE|20/08/2024|10:04|540.641.769-27|PATRICIA LIMA|40020-010|SALVADOR|BA|4383|51.53
AA100000807BR|EXT|OBJETO EXTRAVIADO|04/11/2024|17:15|766.014.448-56|RAFAEL RODRIGUES|80010-010|CURITIBA|PR|780|6.46
AA100000808BR|EXT|OBJETO EXTRAVIADO|05/09/2024|13:37|739.641.789-96|NATALIA ROCHA|90010-160|PORTO ALEGRE|RS|3234|21.05
AA100000809BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|29/10/2024|09:36|113.599.660-57|THIAGO ARAUJO|74110-010|GOIANIA|GO|4382|18.64
AA100000810BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|17/11/2024|19:42|039.205.146-07|RAFAEL RODRIGUES|80010-010|CURITIBA|PR|2918|176.19
AA100000811BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|21/05/2024|20:50|057.423.885-65|FERNANDA SANTOS|59010-000|NATAL|RN|4194|428.32
AA100000812BR|OEC|OBJETO EM ROTA DE ENTREGA|29/06/2024|13:20|411.659.726-34|AMANDA RIBEIRO|80010-010|CURITIBA|PR|2860|402.95
AA100000813BR|OEC|OBJETO EM ROTA DE ENTREGA|22/03/2024|11:20|013.948.848-82|DIEGO NASCIMENTO|74110-010|GOIANIA|GO|722|99.31
AA100000814BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|30/12/2024|18:54|425.856.261-49|LEONARDO BARBOSA|20040-020|RIO DE JANEIRO|RJ|2752|499.72
AA100000815BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|21/01/2024|13:35|240.733.337-32|JOAO DA SILVA|60150-160|FORTALEZA|CE|2096|482.30
AA100000816BR|RDE|OBJETO RETORNOU AO REMETENTE|04/09/2024|20:26|889.362.896-96|RAFAEL RODRIGUES|88010-400|FLORIANOPOLIS|SC|3081|401.71
AA100000817BR|OEC|OBJETO EM ROTA DE ENTREGA|08/08/2024|17:23|358.512.538-92|ANA COSTA|57020-480|MACEIO|AL|4257|354.18
AA100000818BR|RDE|OBJETO RETORNOU AO REMETENTE|09/06/2024|09:51|935.837.490-79|THIAGO ARAUJO|50010-000|RECIFE|PE|4941|218.09
AA100000819BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|12/01/2024|20:35|057.215.149-40|NATALIA ROCHA|50010-000|RECIFE|PE|3629|352.11
AA100000820BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|21/07/2024|12:42|748.453.986-28|LEONARDO BARBOSA|80010-010|CURITIBA|PR|155|485.44
AA100000821BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|30/12/2024|17:37|119.186.233-92|FERNANDA SANTOS|01310-100|SAO PAULO|SP|4154|364.33
AA100000822BR|OEC|OBJETO EM ROTA DE ENTREGA|15/02/2024|09:25|966.672.521-45|FERNANDA SANTOS|88010-400|FLORIANOPOLIS|SC|3625|439.53
AA100000823BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|16/02/2024|11:16|633.515.718-40|NATALIA ROCHA|01310-100|SAO PAULO|SP|4663|29.57
AA100000824BR|OEC|OBJETO EM ROTA DE ENTREGA|18/02/2024|11:00|800.564.099-51|FERNANDA SANTOS|40020-010|SALVADOR|BA|4181|90.89
AA100000825BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|25/06/2024|09:55|295.927.282-70|NATALIA ROCHA|01310-100|SAO PAULO|SP|4503|444.12
AA100000826BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|08/06/2024|15:06|529.821.739-29|BRUNO FERREIRA|50010-000|RECIFE|PE|4589|415.89
AA100000827BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|29/02/2024|08:21|352.373.605-07|LEONARDO BARBOSA|20040-020|RIO DE JANEIRO|RJ|4358|45.48
AA100000828BR|EXT|OBJETO EXTRAVIADO|13/06/2024|22:36|988.683.452-73|PATRICIA LIMA|66015-110|BELEM|PA|3592|202.12
AA100000829BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|12/02/2024|21:01|715.879.647-40|GABRIEL MENDES|59010-000|NATAL|RN|441|94.04
AA100000830BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|06/06/2024|11:41|508.004.635-80|LARISSA CARVALHO|88010-400|FLORIANOPOLIS|SC|4264|261.99
AA100000831BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|17/09/2024|17:43|031.723.513-73|LEONARDO BARBOSA|66015-110|BELEM|PA|227|22.62
AA100000832BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|15/04/2024|09:59|403.526.356-02|CARLOS LIMA|74110-010|GOIANIA|GO|2116|310.88
AA100000833BR|OEC|OBJETO EM ROTA DE ENTREGA|04/08/2024|15:13|460.666.437-49|JOAO DA SILVA|66015-110|BELEM|PA|3339|20.90
AA100000834BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|06/03/2024|13:04|112.712.852-46|PATRICIA LIMA|90010-160|PORTO ALEGRE|RS|2446|142.35
AA100000835BR|RDE|OBJETO RETORNOU AO REMETENTE|13/05/2024|09:48|163.187.328-07|AMANDA RIBEIRO|20040-020|RIO DE JANEIRO|RJ|1012|114.32
AA100000836BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|04/04/2024|08:48|136.957.279-08|LUCAS PEREIRA|29010-330|VITORIA|ES|1823|362.46
AA100000837BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|18/10/2024|06:09|542.573.066-24|GABRIEL MENDES|20040-020|RIO DE JANEIRO|RJ|1945|91.98
AA100000838BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|20/06/2024|20:01|713.984.822-85|MARIA SOUZA|20040-020|RIO DE JANEIRO|RJ|633|204.96
AA100000839BR|RDE|OBJETO RETORNOU AO REMETENTE|09/01/2024|11:46|550.213.060-90|DIEGO NASCIMENTO|29010-330|VITORIA|ES|4744|59.82
AA100000840BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|17/11/2024|07:36|810.796.496-73|AMANDA RIBEIRO|74110-010|GOIANIA|GO|2148|172.57
AA100000841BR|EXT|OBJETO EXTRAVIADO|20/08/2024|21:58|278.532.426-42|CAMILA MARTINS|88010-400|FLORIANOPOLIS|SC|271|215.87
AA100000842BR|OEC|OBJETO EM ROTA DE ENTREGA|14/03/2024|07:29|683.625.366-67|THIAGO ARAUJO|50010-000|RECIFE|PE|3282|231.76
AA100000843BR|OEC|OBJETO EM ROTA DE ENTREGA|15/06/2024|18:08|833.339.395-78|LARISSA CARVALHO|80010-010|CURITIBA|PR|2614|106.76
AA100000844BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|28/08/2024|09:34|749.603.358-26|GABRIEL MENDES|69005-010|MANAUS|AM|1577|471.60
AA100000845BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|21/12/2024|12:24|924.926.932-65|THIAGO ARAUJO|40020-010|SALVADOR|BA|1169|381.31
AA100000846BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|10/06/2024|22:47|011.100.051-55|LUCAS PEREIRA|88010-400|FLORIANOPOLIS|SC|1333|478.98
AA100000847BR|OEC|OBJETO EM ROTA DE ENTREGA|03/02/2024|17:39|597.752.441-82|CARLOS LIMA|30130-110|BELO HORIZONTE|MG|3501|59.22
AA100000848BR|RDE|OBJETO RETORNOU AO REMETENTE|28/07/2024|11:35|874.312.710-26|AMANDA RIBEIRO|69005-010|MANAUS|AM|4006|85.23
AA100000849BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|27/10/2024|17:59|799.270.795-51|CAMILA MARTINS|20040-020|RIO DE JANEIRO|RJ|1551|67.47
AA100000850BR|OEC|OBJETO EM ROTA DE ENTREGA|12/12/2024|18:58|213.541.597-09|LEONARDO BARBOSA|69005-010|MANAUS|AM|1484|182.61
AA100000851BR|OEC|OBJETO EM ROTA DE ENTREGA|08/04/2024|22:17|807.520.344-76|BRUNO FERREIRA|01310-100|SAO PAULO|SP|2335|375.00
AA100000852BR|EXT|OBJETO EXTRAVIADO|22/08/2024|08:21|802.909.046-37|DIEGO NASCIMENTO|69005-010|MANAUS|AM|394|347.64
AA100000853BR|OEC|OBJETO EM ROTA DE ENTREGA|22/12/2024|18:21|586.652.548-37|PATRICIA LIMA|60150-160|FORTALEZA|CE|782|456.68
AA100000854BR|EXT|OBJETO EXTRAVIADO|13/02/2024|16:55|810.213.125-12|LEONARDO BARBOSA|29010-330|VITORIA|ES|2041|389.44
AA100000855BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|05/01/2024|06:47|591.297.519-10|CARLOS LIMA|40020-010|SALVADOR|BA|764|92.79
AA100000856BR|EXT|OBJETO EXTRAVIADO|16/02/2024|06:27|330.165.837-37|NATALIA ROCHA|88010-400|FLORIANOPOLIS|SC|1624|234.61
AA100000857BR|EXT|OBJETO EXTRAVIADO|12/12/2024|07:28|280.123.428-93|ANA COSTA|88010-400|FLORIANOPOLIS|SC|720|94.10
AA100000858BR|OEC|OBJETO EM ROTA DE ENTREGA|26/04/2024|11:25|949.684.364-53|GABRIEL MENDES|01310-100|SAO PAULO|SP|2161|140.72
AA100000859BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|03/02/2024|07:04|750.961.701-59|CAMILA MARTINS|88010-400|FLORIANOPOLIS|SC|639|284.60
AA100000860BR|EXT|OBJETO EXTRAVIADO|12/06/2024|20:22|757.475.833-92|MARIA SOUZA|88010-400|FLORIANOPOLIS|SC|2990|204.87
AA100000861BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|15/06/2024|18:29|772.266.025-62|DIEGO NASCIMENTO|80010-010|CURITIBA|PR|214|217.19
AA100000862BR|EXT|OBJETO EXTRAVIADO|29/03/2024|10:37|231.067.245-30|AMANDA RIBEIRO|69005-010|MANAUS|AM|1396|151.76
AA100000863BR|RDE|OBJETO RETORNOU AO REMETENTE|22/05/2024|13:12|797.662.705-11|BRUNO FERREIRA|88010-400|FLORIANOPOLIS|SC|4005|303.91
AA100000864BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|30/04/2024|22:31|367.042.549-69|ANA COSTA|74110-010|GOIANIA|GO|1160|264.82
AA100000865BR|OEC|OBJETO EM ROTA DE ENTREGA|10/07/2024|10:23|971.075.633-53|BRUNO FERREIRA|66015-110|BELEM|PA|4000|393.40
AA100000866BR|RDE|OBJETO RETORNOU AO REMETENTE|23/06/2024|16:44|325.939.933-79|AMANDA RIBEIRO|57020-480|MACEIO|AL|258|156.73
AA100000867BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|15/07/2024|10:39|518.779.417-63|RAFAEL RODRIGUES|88010-400|FLORIANOPOLIS|SC|1272|181.89
AA100000868BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|30/08/2024|13:14|055.978.245-75|NATALIA ROCHA|57020-480|MACEIO|AL|4493|100.03
AA100000869BR|EXT|OBJETO EXTRAVIADO|06/04/2024|09:18|038.843.660-44|LUCAS PEREIRA|30130-110|BELO HORIZONTE|MG|2525|12.64
AA100000870BR|EXT|OBJETO EXTRAVIADO|25/11/2024|19:05|572.768.297-51|RAFAEL RODRIGUES|50010-000|RECIFE|PE|2360|98.89
AA100000871BR|RDE|OBJETO RETORNOU AO REMETENTE|20/08/2024|15:10|925.010.587-52|BRUNO FERREIRA|59010-000|NATAL|RN|3172|275.06
AA100000872BR|EXT|OBJETO EXTRAVIADO|10/08/2024|16:25|259.045.990-80|CARLOS LIMA|50010-000|RECIFE|PE|623|463.47
AA100000873BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|18/03/2024|09:33|231.555.165-17|DIEGO NASCIMENTO|90010-160|PORTO ALEGRE|RS|609|262.34
AA100000874BR|EXT|OBJETO EXTRAVIADO|21/07/2024|10:35|137.214.330-80|MARIA SOUZA|66015-110|BELEM|PA|1947|239.35
AA100000875BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|22/04/2024|13:09|285.566.084-70|LARISSA CARVALHO|90010-160|PORTO ALEGRE|RS|656|20.07
AA100000876BR|RDE|OBJETO RETORNOU AO REMETENTE|19/01/2024|12:14|970.519.582-63|CARLOS LIMA|90010-160|PORTO ALEGRE|RS|160|457.60
AA100000877BR|EXT|OBJETO EXTRAVIADO|14/11/2024|15:17|858.623.945-35|RAFAEL RODRIGUES|69005-010|MANAUS|AM|1076|325.23
AA100000878BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|15/01/2024|20:38|863.210.613-39|PATRICIA LIMA|59010-000|NATAL|RN|1855|443.33
AA100000879BR|OEC|OBJETO EM ROTA DE ENTREGA|03/07/2024|20:03|394.380.403-25|LUCAS PEREIRA|50010-000|RECIFE|PE|3283|359.98
AA100000880BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|19/07/2024|11:58|778.943.191-00|NATALIA ROCHA|01310-100|SAO PAULO|SP|191|473.39
AA100000881BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|04/06/2024|20:24|921.053.365-14|LARISSA CARVALHO|66015-110|BELEM|PA|283|148.73
AA100000882BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|02/03/2024|15:09|473.107.201-13|THIAGO ARAUJO|59010-000|NATAL|RN|4849|347.46
AA100000883BR|OEC|OBJETO EM ROTA DE ENTREGA|18/05/2024|06:44|971.231.660-07|LARISSA CARVALHO|59010-000|NATAL|RN|3915|206.21
AA100000884BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|22/10/2024|07:42|144.734.043-37|JOAO DA SILVA|66015-110|BELEM|PA|461|436.76
AA100000885BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|13/10/2024|21:50|304.519.577-82|CAMILA MARTINS|66015-110|BELEM|PA|3141|363.10
AA100000886BR|RDE|OBJETO RETORNOU AO REMETENTE|15/03/2024|16:47|562.965.754-27|ISABELA FREITAS|69005-010|MANAUS|AM|3051|480.69
AA100000887BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|04/11/2024|14:56|255.778.205-82|NATALIA ROCHA|80010-010|CURITIBA|PR|4525|316.35
AA100000888BR|EXT|OBJETO EXTRAVIADO|22/03/2024|10:52|361.618.808-19|JOAO DA SILVA|60150-160|FORTALEZA|CE|4609|332.32
AA100000889BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|26/04/2024|16:31|155.868.639-56|ANA COSTA|40020-010|SALVADOR|BA|3816|77.85
AA100000890BR|EXT|OBJETO EXTRAVIADO|06/04/2024|06:57|817.214.364-38|ANA COSTA|59010-000|NATAL|RN|1664|11.75
AA100000891BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|31/05/2024|09:13|211.471.656-09|PATRICIA LIMA|80010-010|CURITIBA|PR|3276|187.46
AA100000892BR|OEC|OBJETO EM ROTA DE ENTREGA|07/08/2024|21:40|990.707.550-47|DIEGO NASCIMENTO|29010-330|VITORIA|ES|4515|384.89
AA100000893BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|18/12/2024|17:43|706.071.748-11|JULIANA ALVES|88010-400|FLORIANOPOLIS|SC|870|227.34
AA100000894BR|EXT|OBJETO EXTRAVIADO|21/06/2024|13:38|705.487.396-10|CARLOS LIMA|74110-010|GOIANIA|GO|331|467.77
AA100000895BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|05/02/2024|22:11|749.680.491-87|FERNANDA SANTOS|57020-480|MACEIO|AL|3800|146.69
AA100000896BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|21/01/2024|15:38|561.213.773-06|FERNANDA SANTOS|29010-330|VITORIA|ES|3186|21.94
AA100000897BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|24/04/2024|16:55|973.711.222-99|JOAO DA SILVA|50010-000|RECIFE|PE|4164|183.34
AA100000898BR|EXT|OBJETO EXTRAVIADO|08/08/2024|06:45|858.167.046-86|PEDRO OLIVEIRA|20040-020|RIO DE JANEIRO|RJ|814|131.39
AA100000899BR|EXT|OBJETO EXTRAVIADO|02/07/2024|21:25|832.102.192-37|ISABELA FREITAS|80010-010|CURITIBA|PR|4665|131.50
AA100000900BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|02/12/2024|11:37|618.033.242-60|CAMILA MARTINS|01310-100|SAO PAULO|SP|4279|394.04
AA100000901BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|25/09/2024|14:37|804.253.733-77|AMANDA RIBEIRO|40020-010|SALVADOR|BA|911|86.21
AA100000902BR|RDE|OBJETO RETORNOU AO REMETENTE|20/11/2024|08:09|282.178.192-36|CAMILA MARTINS|40020-010|SALVADOR|BA|2250|203.20
AA100000903BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|22/01/2024|16:49|603.567.932-79|GABRIEL MENDES|57020-480|MACEIO|AL|3430|323.02
AA100000904BR|EXT|OBJETO EXTRAVIADO|21/03/2024|13:38|847.169.061-81|CARLOS LIMA|29010-330|VITORIA|ES|427|184.76
AA100000905BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|23/05/2024|20:41|548.954.787-69|ISABELA FREITAS|57020-480|MACEIO|AL|4802|68.63
AA100000906BR|OEC|OBJETO EM ROTA DE ENTREGA|16/02/2024|21:21|889.144.449-83|BRUNO FERREIRA|57020-480|MACEIO|AL|2755|453.61
AA100000907BR|RDE|OBJETO RETORNOU AO REMETENTE|07/04/2024|17:19|358.644.963-92|PATRICIA LIMA|40020-010|SALVADOR|BA|3061|356.31
AA100000908BR|RDE|OBJETO RETORNOU AO REMETENTE|13/06/2024|12:51|798.214.339-52|AMANDA RIBEIRO|80010-010|CURITIBA|PR|2112|195.82
AA100000909BR|EXT|OBJETO EXTRAVIADO|18/05/2024|20:34|524.914.168-60|PEDRO OLIVEIRA|40020-010|SALVADOR|BA|2187|463.90
AA100000910BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|08/10/2024|14:32|963.406.791-76|DIEGO NASCIMENTO|80010-010|CURITIBA|PR|1078|69.86
AA100000911BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|04/07/2024|07:02|141.884.216-30|LEONARDO BARBOSA|01310-100|SAO PAULO|SP|180|55.72
AA100000912BR|RDE|OBJETO RETORNOU AO REMETENTE|21/05/2024|15:27|333.999.485-32|JOAO DA SILVA|90010-160|PORTO ALEGRE|RS|4885|158.36
AA100000913BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|28/03/2024|18:13|890.219.947-11|JULIANA ALVES|59010-000|NATAL|RN|3429|110.49
AA100000914BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|08/11/2024|11:57|234.103.469-96|THIAGO ARAUJO|40020-010|SALVADOR|BA|2002|50.18
AA100000915BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|28/07/2024|20:28|269.608.437-68|BRUNO FERREIRA|80010-010|CURITIBA|PR|269|249.52
AA100000916BR|RDE|OBJETO RETORNOU AO REMETENTE|17/07/2024|20:38|352.196.263-35|CAMILA MARTINS|69005-010|MANAUS|AM|2345|124.38
AA100000917BR|OEC|OBJETO EM ROTA DE ENTREGA|28/04/2024|18:38|709.317.069-55|DIEGO NASCIMENTO|01310-100|SAO PAULO|SP|4121|218.15
AA100000918BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|05/08/2024|08:27|453.454.722-39|GABRIEL MENDES|74110-010|GOIANIA|GO|4449|405.07
AA100000919BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|14/07/2024|17:03|312.198.041-84|THIAGO ARAUJO|30130-110|BELO HORIZONTE|MG|2501|70.82
AA100000920BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|22/05/2024|11:14|642.813.190-92|PATRICIA LIMA|90010-160|PORTO ALEGRE|RS|3952|471.01
AA100000921BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|30/04/2024|06:51|391.114.281-78|CAMILA MARTINS|88010-400|FLORIANOPOLIS|SC|1565|76.36
AA100000922BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|05/05/2024|06:20|248.088.062-20|AMANDA RIBEIRO|30130-110|BELO HORIZONTE|MG|1183|120.96
AA100000923BR|RDE|OBJETO RETORNOU AO REMETENTE|07/07/2024|14:29|372.132.901-62|JOAO DA SILVA|60150-160|FORTALEZA|CE|3874|264.45
AA100000924BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|12/12/2024|18:35|868.785.996-48|LARISSA CARVALHO|30130-110|BELO HORIZONTE|MG|4221|428.96
AA100000925BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|19/01/2024|12:04|954.196.664-50|BRUNO FERREIRA|50010-000|RECIFE|PE|1727|375.16
AA100000926BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|10/08/2024|10:28|924.632.037-47|DIEGO NASCIMENTO|50010-000|RECIFE|PE|3910|185.78
AA100000927BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|25/08/2024|10:26|032.145.057-66|PEDRO OLIVEIRA|74110-010|GOIANIA|GO|2508|177.39
AA100000928BR|RDE|OBJETO RETORNOU AO REMETENTE|09/10/2024|21:02|715.534.820-12|ISABELA FREITAS|60150-160|FORTALEZA|CE|590|12.34
AA100000929BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|18/11/2024|22:23|076.597.595-45|MARIA SOUZA|29010-330|VITORIA|ES|4335|292.81
AA100000930BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|06/09/2024|19:48|808.981.265-74|CARLOS LIMA|30130-110|BELO HORIZONTE|MG|1708|46.59
AA100000931BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|21/05/2024|18:14|004.023.693-62|LARISSA CARVALHO|90010-160|PORTO ALEGRE|RS|4754|127.57
AA100000932BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|01/01/2024|08:10|047.137.271-17|BRUNO FERREIRA|74110-010|GOIANIA|GO|3148|425.30
AA100000933BR|OEC|OBJETO EM ROTA DE ENTREGA|22/10/2024|16:40|582.984.933-06|AMANDA RIBEIRO|60150-160|FORTALEZA|CE|2788|469.97
AA100000934BR|OEC|OBJETO EM ROTA DE ENTREGA|12/09/2024|18:03|944.128.333-72|ANA COSTA|88010-400|FLORIANOPOLIS|SC|4541|252.92
AA100000935BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|23/07/2024|19:36|541.329.715-06|DIEGO NASCIMENTO|59010-000|NATAL|RN|3640|77.02
AA100000936BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|16/01/2024|16:23|143.776.936-63|PATRICIA LIMA|40020-010|SALVADOR|BA|1450|168.06
AA100000937BR|RDE|OBJETO RETORNOU AO REMETENTE|16/06/2024|18:54|111.102.867-12|MARIA SOUZA|01310-100|SAO PAULO|SP|3960|88.79
AA100000938BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|29/05/2024|17:43|591.024.510-91|MARIA SOUZA|74110-010|GOIANIA|GO|101|410.71
AA100000939BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|28/03/2024|18:52|714.949.819-42|PEDRO OLIVEIRA|50010-000|RECIFE|PE|2229|78.70
AA100000940BR|EXT|OBJETO EXTRAVIADO|20/09/2024|09:31|934.065.277-58|PATRICIA LIMA|60150-160|FORTALEZA|CE|3385|208.98
AA100000941BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|07/06/2024|16:13|372.201.091-21|THIAGO ARAUJO|30130-110|BELO HORIZONTE|MG|1323|361.38
AA100000942BR|OEC|OBJETO EM ROTA DE ENTREGA|19/06/2024|16:37|376.618.943-70|CAMILA MARTINS|30130-110|BELO HORIZONTE|MG|3301|95.74
AA100000943BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|26/01/2024|07:53|462.776.572-56|BRUNO FERREIRA|57020-480|MACEIO|AL|4741|434.07
AA100000944BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|04/01/2024|11:16|617.520.238-97|RAFAEL RODRIGUES|57020-480|MACEIO|AL|1756|360.39
AA100000945BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|20/01/2024|06:40|559.550.178-33|CARLOS LIMA|80010-010|CURITIBA|PR|4236|136.72
AA100000946BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|27/09/2024|12:27|079.848.704-50|LARISSA CARVALHO|74110-010|GOIANIA|GO|614|237.26
AA100000947BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|25/08/2024|13:59|593.744.039-46|RAFAEL RODRIGUES|01310-100|SAO PAULO|SP|4447|114.61
AA100000948BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|18/08/2024|13:25|060.148.860-84|NATALIA ROCHA|66015-110|BELEM|PA|519|248.32
AA100000949BR|RDE|OBJETO RETORNOU AO REMETENTE|19/04/2024|15:49|136.852.830-61|BRUNO FERREIRA|66015-110|BELEM|PA|2111|473.29
AA100000950BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|20/02/2024|10:59|424.462.632-51|PATRICIA LIMA|60150-160|FORTALEZA|CE|4542|345.78
AA100000951BR|EXT|OBJETO EXTRAVIADO|05/02/2024|08:09|103.142.175-18|ISABELA FREITAS|50010-000|RECIFE|PE|4284|61.05
AA100000952BR|EXT|OBJETO EXTRAVIADO|10/11/2024|14:50|151.526.384-09|PEDRO OLIVEIRA|20040-020|RIO DE JANEIRO|RJ|1429|72.91
