NR_CONHECIMENTO,DT_OCORRENCIA,HR_OCORRENCIA,CD_OCORRENCIA,DS_OCORRENCIA,NR_CPF_CNPJ,NM_DESTINATARIO,NR_CEP,NM_CIDADE,SG_UF,VL_FRETE,VL_MERCADORIA,NR_TENTATIVA
JL9000000881,2024-12-27,07:36:00,E,EXTRAVIO,84926748762,NATALIA ROCHA,69005010,MANAUS,AM,33.03,426.21,1
JL9000000882,2024-05-26,14:51:00,V,TENTATIVA SEM SUCESSO - AUSENTE,72676541982,GABRIEL MENDES,20040020,RIO DE JANEIRO,RJ,40.17,292.99,2
JL9000000883,2024-09-12,21:36:00,V,TENTATIVA SEM SUCESSO - AUSENTE,03452202626930,LUCAS PEREIRA,30130110,BELO HORIZONTE,MG,68.85,194.47,2
JL9000000884,2024-05-10,17:10:00,V,TENTATIVA SEM SUCESSO - AUSENTE,33090740635,PEDRO OLIVEIRA,69005010,MANAUS,AM,45.08,73.32,2
JL9000000885,2024-03-17,14:29:00,T,EM TRANSFERENCIA,51258379900,CAMILA MARTINS,59010000,NATAL,RN,68.36,104.97,1
JL9000000886,2024-07-27,12:12:00,S,SAIU PARA ENTREGA,33422856283,THIAGO ARAUJO,30130110,BELO HORIZONTE,MG,72.46,416.45,1
JL9000000887,2024-04-22,21:43:00,S,SAIU PARA ENTREGA,93103370089423,RAFAEL RODRIGUES,57020480,MACEIO,AL,72.52,102.21,1
JL9000000888,2024-08-16,06:17:00,S,SAIU PARA ENTREGA,31883845612578,JOAO DA SILVA,60150160,FORTALEZA,CE,41.46,219.94,1
JL9000000889,2024-10-30,22:51:00,R,DEVOLVIDO AO REMETENTE,51769680645,CAMILA MARTINS,60150160,FORTALEZA,CE,29.78,416.00,1
JL9000000890,2024-03-14,09:23:00,T,EM TRANSFERENCIA,83792640532,THIAGO ARAUJO,40020010,SALVADOR,BA,54.63,495.41,1
JL9000000891,2024-11-04,19:33:00,E,EXTRAVIO,34288390397,NATALIA ROCHA,57020480,MACEIO,AL,51.72,456.85,1
JL9000000892,2024-12-12,22:55:00,S,SAIU PARA ENTREGA,15032198596,CAMILA MARTINS,29010330,VITORIA,ES,34.12,40.35,1
JL9000000893,2024-12-16,06:08:00,V,TENTATIVA SEM SUCESSO - AUSENTE,66860673476714,LEONARDO BARBOSA,74110010,GOIANIA,GO,56.85,214.28,2
JL9000000894,2024-03-13,17:46:00,E,EXTRAVIO,03852427622155,LEONARDO BARBOSA,29010330,VITORIA,ES,36.83,453.77,1
JL9000000895,2024-08-14,15:13:00,E,EXTRAVIO,63994959403,ISABELA FREITAS,74110010,GOIANIA,GO,33.05,393.94,1
JL9000000896,2024-05-26,19:23:00,T,EM TRANSFERENCIA,53170873002,PEDRO OLIVEIRA,01310100,SAO PAULO,SP,55.68,368.15,1
JL9000000897,2024-08-27,12:24:00,R,DEVOLVIDO AO REMETENTE,25673223487,RAFAEL RODRIGUES,74110010,GOIANIA,GO,23.40,489.84,1
JL9000000898,2024-08-06,18:00:00,D,ENTREGUE,09048866073,CARLOS LIMA,69005010,MANAUS,AM,30.29,461.99,1
JL9000000899,2024-08-17,12:42:00,T,EM TRANSFERENCIA,95417609093,AMANDA RIBEIRO,20040020,RIO DE JANEIRO,RJ,74.13,146.32,1
JL9000000900,2024-12-28,17:40:00,E,EXTRAVIO,45734669447338,THIAGO ARAUJO,29010330,VITORIA,ES,47.54,28.48,1
JL9000000901,2024-12-30,16:08:00,E,EXTRAVIO,05665183784,THIAGO ARAUJO,50010000,RECIFE,PE,14.52,264.33,1
JL9000000902,2024-10-03,22:15:00,T,EM TRANSFERENCIA,45096859380,DIEGO NASCIMENTO,30130110,BELO HORIZONTE,MG,61.78,28.88,1
JL9000000903,2024-05-02,07:32:00,E,EXTRAVIO,64692434354,GABRIEL MENDES,69005010,MANAUS,AM,50.83,88.40,1
JL9000000904,2024-02-27,11:52:00,D,ENTREGUE,60387108803,BRUNO FERREIRA,59010000,NATAL,RN,30.34,310.95,1
JL9000000905,2024-07-14,19:00:00,V,TENTATIVA SEM SUCESSO - AUSENTE,03764747691,PEDRO OLIVEIRA,69005010,MANAUS,AM,13.84,88.71,2
JL9000000906,2024-06-22,07:48:00,S,SAIU PARA ENTREGA,65586819004,ANA COSTA,80010010,CURITIBA,PR,45.52,110.81,1
JL9000000907,2024-04-20,17:08:00,E,EXTRAVIO,60138550029,BRUNO FERREIRA,29010330,VITORIA,ES,69.53,96.51,1
JL9000000908,2024-09-22,06:06:00,D,ENTREGUE,45718158061949,LEONARDO BARBOSA,29010330,VITORIA,ES,49.64,94.85,1
JL9000000909,2024-07-24,17:02:00,V,TENTATIVA SEM SUCESSO - AUSENTE,91939687186,AMANDA RIBEIRO,20040020,RIO DE JANEIRO,RJ,42.78,268.13,2
JL9000000910,2024-11-24,15:39:00,S,SAIU PARA ENTREGA,32850719612,LEONARDO BARBOSA,40020010,SALVADOR,BA,22.94,70.25,1
JL9000000911,2024-04-09,14:36:00,V,TENTATIVA SEM SUCESSO - AUSENTE,20940037177588,CAMILA MARTINS,69005010,MANAUS,AM,19.12,224.48,2
JL9000000912,2024-10-03,06:24:00,T,EM TRANSFERENCIA,26203069516571,FERNANDA SANTOS,20040020,RIO DE JANEIRO,RJ,16.49,215.81,1
JL9000000913,2024-11-25,08:34:00,D,ENTREGUE,23993302559,GABRIEL MENDES,29010330,VITORIA,ES,43.66,360.32,1
JL9000000914,2024-03-10,07:27:00,S,SAIU PARA ENTREGA,45968891096,ANA COSTA,74110010,GOIANIA,GO,62.92,430.09,1
JL9000000915,2024-01-25,15:22:00,D,ENTREGUE,11203608164,ANA COSTA,88010400,FLORIANOPOLIS,SC,72.08,384.34,1
JL9000000916,2024-05-09,14:47:00,T,EM TRANSFERENCIA,81971408346,LEONARDO BARBOSA,80010010,CURITIBA,PR,26.98,283.02,1
JL9000000917,2024-06-29,06:52:00,T,EM TRANSFERENCIA,58062745669839,ISABELA FREITAS,57020480,MACEIO,AL,67.98,285.75,1
JL9000000918,2024-01-21,21:16:00,S,SAIU PARA ENTREGA,41429049577,LARISSA CARVALHO,30130110,BELO HORIZONTE,MG,30.77,95.27,1
JL9000000919,2024-11-17,15:29:00,T,EM TRANSFERENCIA,91953016472,GABRIEL MENDES,66015110,BELEM,PA,36.86,234.71,1
JL9000000920,2024-05-30,18:56:00,E,EXTRAVIO,02629761166,CARLOS LIMA,29010330,VITORIA,ES,59.78,199.51,1
JL9000000921,2024-01-05,12:19:00,E,EXTRAVIO,46896701656,FERNANDA SANTOS,59010000,NATAL,RN,43.83,245.54,1
JL9000000922,2024-12-16,15:02:00,S,SAIU PARA ENTREGA,57231252423525,DIEGO NASCIMENTO,59010000,NATAL,RN,10.44,260.50,1
JL9000000923,2024-09-24,15:38:00,T,EM TRANSFERENCIA,72150520535,LUCAS PEREIRA,29010330,VITORIA,ES,14.31,359.50,1
JL9000000924,2024-09-20,14:23:00,T,EM TRANSFERENCIA,99342322109129,RAFAEL RODRIGUES,57020480,MACEIO,AL,26.59,372.09,1
JL9000000925,2024-02-25,14:58:00,R,DEVOLVIDO AO REMETENTE,14087834377,LEONARDO BARBOSA,29010330,VITORIA,ES,47.17,344.59,1
JL9000000926,2024-06-04,07:48:00,S,SAIU PARA ENTREGA,16823137998181,JOAO DA SILVA,01310100,SAO PAULO,SP,65.89,283.43,1
JL9000000927,2024-03-18,15:10:00,T,EM TRANSFERENCIA,78963558774,CAMILA MARTINS,59010000,NATAL,RN,17.18,106.60,1
JL9000000928,2024-12-25,15:32:00,E,EXTRAVIO,23725442253,BRUNO FERREIRA,20040020,RIO DE JANEIRO,RJ,12.87,232.97,1
JL9000000929,2024-09-26,11:35:00,D,ENTREGUE,34553882872,JOAO DA SILVA,60150160,FORTALEZA,CE,39.78,236.41,1
JL9000000930,2024-07-13,18:45:00,D,ENTREGUE,88745871207,BRUNO FERREIRA,40020010,SALVADOR,BA,13.20,421.00,1
JL9000000931,2024-04-20,18:35:00,V,TENTATIVA SEM SUCESSO - AUSENTE,15262107414,RAFAEL RODRIGUES,40020010,SALVADOR,BA,8.27,409.52,2
JL9000000932,2024-01-08,18:05:00,V,TENTATIVA SEM SUCESSO - AUSENTE,52996457443,LUCAS PEREIRA,20040020,RIO DE JANEIRO,RJ,50.85,306.17,2
JL9000000933,2024-09-02,09:51:00,D,ENTREGUE,53334972969,THIAGO ARAUJO,01310100,SAO PAULO,SP,14.64,375.00,1
JL9000000934,2024-04-15,15:14:00,V,TENTATIVA SEM SUCESSO - AUSENTE,97585861888,PEDRO OLIVEIRA,59010000,NATAL,RN,75.15,255.87,2
JL9000000935,2024-01-28,10:07:00,V,TENTATIVA SEM SUCESSO - AUSENTE,27943763827,PATRICIA LIMA,74110010,GOIANIA,GO,70.46,476.29,2
JL9000000936,2024-04-17,12:07:00,S,SAIU PARA ENTREGA,39548070473148,LUCAS PEREIRA,29010330,VITORIA,ES,36.54,231.66,1
JL9000000937,2024-08-23,21:46:00,T,EM TRANSFERENCIA,70366656007,DIEGO NASCIMENTO,88010400,FLORIANOPOLIS,SC,18.03,427.40,1
JL9000000938,2024-10-08,10:07:00,S,SAIU PARA ENTREGA,82193868278,RAFAEL RODRIGUES,29010330,VITORIA,ES,39.71,213.33,1
JL9000000939,2024-12-28,12:38:00,S,SAIU PARA ENTREGA,04596920666048,CAMILA MARTINS,40020010,SALVADOR,BA,14.80,101.19,1
JL9000000940,2024-11-30,14:13:00,V,TENTATIVA SEM SUCESSO - AUSENTE,49811846512,RAFAEL RODRIGUES,30130110,BELO HORIZONTE,MG,16.52,436.46,2
JL9000000941,2024-04-30,20:35:00,R,DEVOLVIDO AO REMETENTE,04836481165955,ISABELA FREITAS,29010330,VITORIA,ES,53.03,186.14,1
JL9000000942,2024-05-12,11:04:00,E,EXTRAVIO,93136365972,AMANDA RIBEIRO,69005010,MANAUS,AM,41.21,259.83,1
JL9000000943,2024-08-31,21:23:00,E,EXTRAVIO,86134174919,CAMILA MARTINS,40020010,SALVADOR,BA,63.76,497.94,1
JL9000000944,2024-01-13,15:11:00,T,EM TRANSFERENCIA,23399076150,MARIA SOUZA,20040020,RIO DE JANEIRO,RJ,13.40,111.97,1
JL9000000945,2024-02-24,16:19:00,E,EXTRAVIO,44236479214,LEONARDO BARBOSA,74110010,GOIANIA,GO,8.92,1.27,1
JL9000000946,2024-09-25,18:06:00,T,EM TRANSFERENCIA,47904991573,GABRIEL MENDES,66015110,BELEM,PA,74.39,190.71,1
JL9000000947,2024-11-09,18:29:00,R,DEVOLVIDO AO REMETENTE,72096102372,LARISSA CARVALHO,60150160,FORTALEZA,CE,24.11,86.73,1
JL9000000948,2024-07-05,22:51:00,T,EM TRANSFERENCIA,72459715579,LUCAS PEREIRA,30130110,BELO HORIZONTE,MG,63.31,244.45,1
JL9000000949,2024-01-04,09:07:00,R,DEVOLVIDO AO REMETENTE,91773260968,BRUNO FERREIRA,69005010,MANAUS,AM,44.60,343.93,1
JL9000000950,2024-11-24,19:48:00,D,ENTREGUE,85973586794336,RAFAEL RODRIGUES,60150160,FORTALEZA,CE,71.63,25.53,1
JL9000000951,2024-07-14,12:09:00,T,EM TRANSFERENCIA,76596458766,NATALIA ROCHA,60150160,FORTALEZA,CE,66.99,316.51,1
JL9000000952,2024-08-14,08:22:00,V,TENTATIVA SEM SUCESSO - AUSENTE,34745024053,THIAGO ARAUJO,50010000,RECIFE,PE,20.22,323.73,2
JL9000000953,2024-10-13,14:43:00,R,DEVOLVIDO AO REMETENTE,65394503754,ISABELA FREITAS,59010000,NATAL,RN,75.81,386.43,1
JL9000000954,2024-09-03,22:00:00,V,TENTATIVA SEM SUCESSO - AUSENTE,33856932913,LARISSA CARVALHO,74110010,GOIANIA,GO,35.34,488.01,2
JL9000000955,2024-09-25,07:44:00,V,TENTATIVA SEM SUCESSO - AUSENTE,07373041506,LUCAS PEREIRA,30130110,BELO HORIZONTE,MG,66.38,353.26,2
JL9000000956,2024-01-16,16:06:00,D,ENTREGUE,26583879633,PATRICIA LIMA,57020480,MACEIO,AL,36.41,140.57,1
JL9000000957,2024-08-06,14:44:00,T,EM TRANSFERENCIA,03327399741,BRUNO FERREIRA,74110010,GOIANIA,GO,18.56,26.84,1
JL9000000958,2024-10-21,15:52:00,D,ENTREGUE,10276078195164,GABRIEL MENDES,60150160,FORTALEZA,CE,50.62,230.74,1
JL9000000959,2024-10-16,21:12:00,E,EXTRAVIO,30614435754789,LUCAS PEREIRA,59010000,NATAL,RN,32.58,472.92,1
JL9000000960,2024-06-25,11:26:00,D,ENTREGUE,70687567071812,NATALIA ROCHA,30130110,BELO HORIZONTE,MG,25.22,359.39,1
JL9000000961,2024-02-18,12:36:00,D,ENTREGUE,77459984133768,THIAGO ARAUJO,01310100,SAO PAULO,SP,32.08,346.71,1
JL9000000962,2024-01-06,21:37:00,D,ENTREGUE,65106407078,LUCAS PEREIRA,29010330,VITORIA,ES,46.72,322.74,1
JL9000000963,2024-08-13,22:46:00,V,TENTATIVA SEM SUCESSO - AUSENTE,30348573654,JOAO DA SILVA,59010000,NATAL,RN,28.96,131.16,2
JL9000000964,2024-03-07,21:11:00,E,EXTRAVIO,03178836431678,BRUNO FERREIRA,88010400,FLORIANOPOLIS,SC,52.94,414.31,1
JL9000000965,2024-05-13,14:56:00,D,ENTREGUE,95930320756,JOAO DA SILVA,59010000,NATAL,RN,59.35,171.14,1
JL9000000966,2024-08-04,07:07:00,R,DEVOLVIDO AO REMETENTE,30299966330,NATALIA ROCHA,59010000,NATAL,RN,72.19,455.13,1
JL9000000967,2024-07-02,18:22:00,V,TENTATIVA SEM SUCESSO - AUSENTE,30799154027,LUCAS PEREIRA,57020480,MACEIO,AL,19.76,58.74,2
JL9000000968,2024-11-17,17:13:00,D,ENTREGUE,50042318206,GABRIEL MENDES,30130110,BELO HORIZONTE,MG,66.16,27.73,1
JL9000000969,2024-09-27,09:50:00,R,DEVOLVIDO AO REMETENTE,30548473857797,LUCAS PEREIRA,74110010,GOIANIA,GO,66.42,470.59,1
JL9000000970,2024-03-17,14:53:00,R,DEVOLVIDO AO REMETENTE,53815182723,GABRIEL MENDES,59010000,NATAL,RN,17.94,465.90,1
JL9000000971,2024-03-08,17:55:00,D,ENTREGUE,25576881559,MARIA SOUZA,40020010,SALVADOR,BA,11.86,256.65,1
JL9000000972,2024-10-21,19:46:00,R,DEVOLVIDO AO REMETENTE,95448761504,GABRIEL MENDES,90010160,PORTO ALEGRE,RS,28.28,369.73,1
JL9000000973,2024-06-15,06:32:00,E,EXTRAVIO,44640350769555,NATALIA ROCHA,88010400,FLORIANOPOLIS,SC,65.59,467.08,1
JL9000000974,2024-07-07,16:32:00,E,EXTRAVIO,08227754777745,LEONARDO BARBOSA,59010000,NATAL,RN,20.95,141.94,1
JL9000000975,2024-12-28,09:08:00,S,SAIU PARA ENTREGA,24937979007,MARIA SOUZA,88010400,FLORIANOPOLIS,SC,28.52,165.47,1
JL9000000976,2024-07-05,15:35:00,V,TENTATIVA SEM SUCESSO - AUSENTE,67416623956,AMANDA RIBEIRO,20040020,RIO DE JANEIRO,RJ,19.09,182.01,2
JL9000000977,2024-04-23,16:57:00,D,ENTREGUE,76749064122,AMANDA RIBEIRO,30130110,BELO HORIZONTE,MG,56.93,198.65,1
JL9000000978,2024-04-11,08:18:00,V,TENTATIVA SEM SUCESSO - AUSENTE,34170054558,JULIANA ALVES,29010330,VITORIA,ES,28.86,177.82,2
JL9000000979,2024-06-21,17:59:00,T,EM TRANSFERENCIA,16833576680,ISABELA FREITAS,59010000,NATAL,RN,64.33,178.06,1
JL9000000980,2024-01-04,15:51:00,R,DEVOLVIDO AO REMETENTE,08604317155,AMANDA RIBEIRO,90010160,PORTO ALEGRE,RS,31.12,79.34,1
JL9000000981,2024-11-16,20:37:00,S,SAIU PARA ENTREGA,86093160898,GABRIEL MENDES,90010160,PORTO ALEGRE,RS,33.22,339.61,1
JL9000000982,2024-02-15,07:23:00,V,TENTATIVA SEM SUCESSO - AUSENTE,83911153202,DIEGO NASCIMENTO,60150160,FORTALEZA,CE,11.49,305.54,2
JL9000000983,2024-04-07,13:45:00,S,SAIU PARA ENTREGA,63790203887,GABRIEL MENDES,30130110,BELO HORIZONTE,MG,75.94,497.14,1
JL9000000984,2024-02-02,12:33:00,V,TENTATIVA SEM SUCESSO - AUSENTE,78167663420,ISABELA FREITAS,40020010,SALVADOR,BA,29.53,349.68,2
JL9000000985,2024-04-05,15:11:00,R,DEVOLVIDO AO REMETENTE,64742644047,ISABELA FREITAS,40020010,SALVADOR,BA,63.19,382.49,1
JL9000000986,2024-09-10,19:26:00,S,SAIU PARA ENTREGA,58187744992,PATRICIA LIMA,69005010,MANAUS,AM,45.91,331.88,1
JL9000000987,2024-06-05,14:24:00,E,EXTRAVIO,99531556642,LUCAS PEREIRA,74110010,GOIANIA,GO,28.10,470.77,1
JL9000000988,2024-11-16,18:50:00,E,EXTRAVIO,89649666811,ISABELA FREITAS,30130110,BELO HORIZONTE,MG,68.46,288.27,1
JL9000000989,2024-03-15,13:42:00,R,DEVOLVIDO AO REMETENTE,24687220373,JULIANA ALVES,50010000,RECIFE,PE,58.90,386.77,1
JL9000000990,2024-01-28,18:43:00,R,DEVOLVIDO AO REMETENTE,86748578304559,DIEGO NASCIMENTO,66015110,BELEM,PA,65.61,444.74,1
JL9000000991,2024-12-11,20:42:00,T,EM TRANSFERENCIA,57868005512,DIEGO NASCIMENTO,66015110,BELEM,PA,61.90,325.83,1
JL9000000992,2024-05-13,14:38:00,V,TENTATIVA SEM SUCESSO - AUSENTE,63270561465,LUCAS PEREIRA,57020480,MACEIO,AL,26.09,126.60,2
JL9000000993,2024-01-22,07:18:00,S,SAIU PARA ENTREGA,86747152035191,LEONARDO BARBOSA,90010160,PORTO ALEGRE,RS,33.03,472.03,1
JL9000000994,2024-01-12,16:26:00,V,TENTATIVA SEM SUCESSO - AUSENTE,33585081432,FERNANDA SANTOS,88010400,FLORIANOPOLIS,SC,48.51,434.02,2
JL9000000995,2024-08-31,19:26:00,R,DEVOLVIDO AO REMETENTE,27904233810,DIEGO NASCIMENTO,01310100,SAO PAULO,SP,74.25,371.99,1
JL9000000996,2024-09-15,08:47:00,T,EM TRANSFERENCIA,52291845749659,NATALIA ROCHA,01310100,SAO PAULO,SP,32.03,66.35,1
JL9000000997,2024-01-10,11:22:00,E,EXTRAVIO,11435830407,AMANDA RIBEIRO,88010400,FLORIANOPOLIS,SC,72.57,359.77,1
JL9000000998,2024-03-04,13:02:00,T,EM TRANSFERENCIA,92216897453714,THIAGO ARAUJO,40020010,SALVADOR,BA,77.58,77.50,1
JL9000000999,2024-05-25,13:05:00,E,EXTRAVIO,43126665602336,PEDRO OLIVEIRA,57020480,MACEIO,AL,37.80,177.90,1
